"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","miss_distance","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"FF","2026-07-11","94.5","-1.91","6.07","Lambert, Peter",669394,663567,"strikeout","called_strike",,,,,9,"Jake Burger called out on strikes.","R","R","R","TEX","HOU","S",2,,3,2,2026,"-0.66","1.42",0.6093745495064216,1.6211484187191703,,,694671,2,6,"Bot",,,,,,,7.914019052549938,-137.22996619574155,-8.865817819276035,-9.922709746171474,27.4416331753278,-12.453887675099185,3.229658793,1.62992126,,,,"94.3",2284,"6.1",822875,543877,572233,514888,670623,665161,670541,666211,664774,"54.41",,0,"0",1,0,0,,53,7,"4-Seam Fastball",1,7,1,7,7,1,1,7,"Standard","Standard",209,"-0.007","-0.341",,,,,"0.341",,-6,-6,0.024,0.024,29,30,29,30,3,2,6,1,,1,"1.12","0.66","0.66","53.1",,,,,
"CH","2026-07-11","87.6","-2.37","5.75","Lambert, Peter",669394,663567,,"foul",,,,,13,,"R","R","R","TEX","HOU","S",,,3,2,2026,"-1.16","0.39",-0.9381139584806792,2.223524137090154,,,694671,2,6,"Bot",,,,,,,5.8464327052352925,-127.4783714413943,-2.984379973591895,-13.854514870753992,25.726862562361998,-27.560388209025586,3.229658793,1.62992126,158,"92.1",73,"87.6",1505,"6.3",822875,543877,572233,514888,670623,665161,670541,666211,664774,"54.23",,,,,,,,53,6,"Changeup",1,7,1,7,7,1,1,7,"Standard","Standard",232,"0","0","78.9","8.1",,,"0","92.1",-6,-6,0.024,0.024,29,30,29,30,3,2,6,1,,1,"2.58","1.16","1.16","45.3",15.997471308471713,-31.342776390920832,30.585910521953828,28.779529453447378,42.918258806650414
"FC","2026-07-11","91.8","-2.51","5.81","Lambert, Peter",669394,663567,,"called_strike",,,,,6,,"R","R","R","TEX","HOU","S",,,3,1,2026,"0","1.04",0.6483130451249254,2.4502191235600344,,,694671,2,6,"Bot",,,,,,,7.88285117017868,-133.48924509899288,-4.76419898263791,-1.4998436439552434,25.97431321926528,-18.91886734304712,3.229658793,1.62992126,,,,"92.3",2421,"6.4",822875,543877,572233,514888,670623,665161,670541,666211,664774,"54.11",,,,,,,,53,5,"Cutter",1,7,1,7,7,1,1,7,"Standard","Standard",199,"-0.002","-0.087",,,,,"0.087",,-6,-6,0.026,0.026,29,30,29,30,3,2,6,1,,1,"1.65","0","0","45.8",,,,,
"FF","2026-07-11","93","-2.05","5.96","Lambert, Peter",669394,663567,,"called_strike",,,,,3,,"R","R","R","TEX","HOU","S",,,3,0,2026,"-0.86","1.38",0.7017268382716698,2.7694388078573815,,,694671,2,6,"Bot",,,,,,,8.859380180228577,-135.0966587914929,-5.267084615962321,-12.424702468518772,28.959010040107227,-14.269522005966449,3.229658793,1.62992126,,,,"92.9",2286,"6.3",822875,543877,572233,514888,670623,665161,670541,666211,664774,"54.23",,,,,,,,53,4,"4-Seam Fastball",1,7,1,7,7,1,1,7,"Standard","Standard",216,"-0.001","-0.061",,,,,"0.061",,-6,-6,0.027,0.027,29,30,29,30,3,2,6,1,,1,"1.26","0.86","0.86","49.3",,,,,
"FF","2026-07-11","95.8","-2.13","5.53","Mahle, Tyler",666160,641816,"strikeout","called_strike",,,,,8,"Mickey Moniak called out on strikes.","R","L","R","SF","COL","S",2,,2,2,2026,"-0.78","1.45",-0.27617158080109716,2.0350161395636155,,,678662,2,7,"Top",,,,,,,6.661595983471336,-139.31194928699236,-6.814407412585754,-11.625920366839853,29.379883651355062,-11.941545455361558,3.254232283,1.642322835,,,,"96.7",2252,"6.7",823198,683679,646240,650333,669477,642715,671218,687551,808982,"53.81",,0,"0",1,0,0,,53,5,"4-Seam Fastball",4,1,1,4,1,4,1,4,"Infield shade","Standard",214,"0.017","-0.249",,,,,"0.249",,3,-3,0.924,0.07599999999999996,31,28,32,28,4,3,6,1,,1,"1.03","0.78","-0.78","45.5",,,,,
"SI","2026-07-11","94.3","-2.53","5.79","Lambert, Peter",669394,663567,,"ball",,,,,13,,"R","R","R","TEX","HOU","B",,,2,0,2026,"-1.12","0.83",-1.0588807026017,1.6847174819516952,,,694671,2,6,"Bot",,,,,,,6.319090159559008,-137.11701956480056,-6.645657279968597,-15.564556219478481,29.341558513294753,-20.38025973096902,3.229658793,1.62992126,,,,"94.6",2186,"6.4",822875,543877,572233,514888,670623,665161,670541,666211,664774,"54.07",,,,,,,,53,3,"Sinker",1,7,1,7,7,1,1,7,"Standard","Standard",216,"0.002","0.116",,,,,"-0.116",,-6,-6,0.025,0.025,29,30,29,30,3,2,6,1,,1,"1.73","1.12","1.12","43.0",,,,,
"FF","2026-07-11","95.1","-2.09","5.37","Yamamoto, Yoshinobu",678489,808967,"field_out","hit_into_play",,,,,13,"Jorge Barrosa flies out to left fielder Teoscar Hernández.","R","L","R","LAD","AZ","X",7,"fly_ball",1,2,2026,"-0.93","1.23",-0.8548127966569334,1.9343522428099846,,,,2,6,"Top",55.67,84.51,,,,,5.321878300630579,-138.33816844205677,-5.963572312499716,-13.088537027512185,29.771615857256936,-15.261814966952482,2.958472769,1.493061024,332,"93.9",36,"95.5",1984,"6.5",823926,687221,518692,669242,571970,605141,606192,681624,663656,"54.03",0.089,0.163,"0",1,0,0,3,45,4,"4-Seam Fastball",0,6,6,0,6,0,6,0,"Standard","Standard",219,"0.001","-0.177","70.6","7.9",,0.298,"0.177","93.9",-6,6,0.031,0.969,27,25,28,25,3,0,7,1,,,"1.29","0.93","-0.93","38.0",10.059780112288086,5.972516942227846,26.727325811651934,41.250457555954576,23.784608143368423
"SI","2026-07-11","96","2.06","5.98","Sánchez, Cristopher",805808,650911,"single","hit_into_play",,,,,5,"Kevin McGonigle singles on a ground ball to left fielder Brandon Marsh. Matt Vierling to 2nd.","R","L","L","DET","PHI","X",7,"ground_ball",0,0,2026,"1.21","0.31",0.25691858047651217,2.0295317492807308,,,663837,0,8,"Bot",94.38,105.06,,,,,-7.559114053128009,-139.53789081157402,-5.383181679373549,17.531158006511248,29.87542810072475,-27.136731480385325,3.085728346,1.557283465,111,"100.5",6,"96.8",2144,"6.7",824249,592663,547180,681082,664761,607208,669016,656537,687282,"53.82",0.609,0.562,"0.9",1,1,0,4,60,1,"Sinker",1,4,1,4,4,1,1,4,"Standard","Standard",127,"0.093","0.468","72.9","6.5",,0.678,"-0.468","100.5",-3,-3,0.14,0.14,29,21,30,22,4,3,5,1,,1,"2.16","1.21","1.21","32.8",-0.7552693105602841,14.542910482101286,38.739600671330415,35.472123185807945,23.12899038458913
"FF","2026-07-11","94.7","-2","5.63","Mahle, Tyler",666160,641816,,"foul",,,,,12,,"R","L","R","SF","COL","S",,,2,1,2026,"-0.95","1.43",0.10469594220814349,3.6858637022311718,,,678662,2,7,"Top",,,,,,,7.643198259884704,-137.74567000506238,-2.5202527405555513,-13.780889267041344,28.483877545498768,-13.593033916555122,3.254232283,1.642322835,171,"77",73,"95.5",2461,"6.6",823198,683679,646240,650333,669477,642715,671218,687551,808982,"53.86",,,,,,,,53,4,"4-Seam Fastball",4,1,1,4,1,4,1,4,"Infield shade","Standard",217,"0.005","-0.07","74.1","6.9",,,"0.07","88.0",3,-3,0.919,0.08099999999999996,31,28,32,28,4,3,6,1,,1,"1.1","0.95","-0.95","42.8",8.60368157706791,3.5195180542893834,22.043363573175647,37.31508911553382,25.703793801966626
"FC","2026-07-11","88.2","-2.36","5.46","Mahle, Tyler",666160,641816,,"called_strike",,,,,4,,"R","L","R","SF","COL","S",,,2,0,2026,"-0.57","0.83",-0.6832768761097273,2.614423179012805,,,678662,2,7,"Top",,,,,,,5.257029378654823,-128.54682731042908,-2.547157058508089,-7.300191016746231,20.595194312302215,-22.55354080655054,3.254232283,1.642322835,,,,"89.6",2369,"6.6",823198,683679,646240,650333,669477,642715,671218,687551,808982,"53.94",,,,,,,,53,3,"Cutter",4,1,1,4,1,4,1,4,"Infield shade","Standard",179,"0.006","-0.054",,,,,"0.054",,3,-3,0.913,0.08699999999999997,31,28,32,28,4,3,6,1,,1,"2.04","0.57","-0.57","40.5",,,,,
"FS","2026-07-11","90.6","-2.08","5.3","Yamamoto, Yoshinobu",678489,808967,,"ball",,,,,13,,"R","L","R","LAD","AZ","B",,,0,2,2026,"-1.31","0.53",-0.13647840221039775,0.6719326978666282,,,,2,6,"Top",,,,,,,7.690705238944993,-131.71794238960666,-6.600420108940194,-16.901096696566956,25.82807683930754,-24.842666536744566,2.958472769,1.493061024,,,,"91.5",1624,"6.7",823926,687221,518692,669242,571970,605141,606192,681624,663656,"53.8",,,,,,,,45,3,"Split-Finger",0,6,6,0,6,0,6,0,"Standard","Standard",234,"0","0.024",,,,,"-0.024",,-6,6,0.031,0.969,27,25,28,25,3,0,7,1,,,"2.24","1.31","-1.31","35.0",,,,,
"SI","2026-07-11","95.2","1.88","5.99","Sánchez, Cristopher",663837,650911,"walk","ball",,,,,12,"Matt Vierling walks.","R","R","L","DET","PHI","B",,,3,1,2026,"1.09","0.16",0.21798697486587448,3.659257054668767,,,,0,8,"Bot",,,,,,,-6.844636411256404,-138.5531191579907,-0.6820460139879259,15.602370278171982,30.231742743456845,-30.10723872236107,3.273540026,1.652066929,,,,"95.8",2039,"6.6",824249,592663,547180,681082,664761,607208,669016,656537,687282,"53.91",,0.698847,"0.7",1,0,0,,59,5,"Sinker",1,4,1,4,4,1,1,4,"Standard","Standard",127,"0.032","0.265",,,,,"-0.265",,-3,-3,0.108,0.108,29,29,30,30,4,3,5,1,,1,"2.34","1.09","-1.09","31.1",,,,,
"ST","2026-07-11","83.5","-2.55","5.92","Lambert, Peter",669394,663567,,"ball",,,,,12,,"R","R","R","TEX","HOU","B",,,1,0,2026,"1.13","0.14",1.6464095939696206,2.844918714763758,,,694671,2,6,"Bot",,,,,,,7.265569230619354,-121.52207564386502,-0.7187424010409202,9.79058955847455,23.8532802666379,-30.845637088441258,3.229658793,1.62992126,,,,"83.4",2602,"6.2",822875,543877,572233,514888,670623,665161,670541,666211,664774,"54.28",,,,,,,,53,2,"Sweeper",1,7,1,7,7,1,1,7,"Standard","Standard",62,"0.001","0.055",,,,,"-0.055",,-6,-6,0.024,0.024,29,30,29,30,3,2,6,1,,1,"3.13","-1.13","-1.13","46.5",,,,,
"CH","2026-07-11","87","-2.44","5.74","Lambert, Peter",669394,663567,,"ball",,,,,13,,"R","R","R","TEX","HOU","B",,,0,0,2026,"-1.23","0.42",-0.2994997296121076,0.9677876434531254,,,694671,2,6,"Bot",,,,,,,7.612802075157087,-126.54611302483319,-5.926901786443441,-14.70595693445797,23.50775300730787,-26.692218979959897,3.229658793,1.62992126,,,,"87.1",1512,"6.2",822875,543877,572233,514888,670623,665161,670541,666211,664774,"54.34",,,,,,,,53,1,"Changeup",1,7,1,7,7,1,1,7,"Standard","Standard",235,"0.001","0.039",,,,,"-0.039",,-6,-6,0.023,0.023,29,30,29,30,3,2,6,1,,1,"2.57","1.23","1.23","43.6",,,,,
"FS","2026-07-11","90","-2.24","5.32","Yamamoto, Yoshinobu",678489,808967,,"foul",,,,,4,,"R","L","R","LAD","AZ","S",,,0,1,2026,"-1.03","0.04",-0.7691271172342764,1.9678362875264974,,,,2,6,"Top",,,,,,,5.85875518462693,-130.9151023184167,-2.222734128928002,-13.090087732210927,28.050728864822474,-31.40173325212025,2.958472769,1.493061024,,,,"90.5",1569,"6.6",823926,687221,518692,669242,571970,605141,606192,681624,663656,"53.87",,,,,,,,45,2,"Split-Finger",0,6,6,0,6,0,6,0,"Standard","Standard",235,"0","-0.061","71.6","8.3",,,"0.061",,-6,6,0.031,0.969,27,25,28,25,3,0,7,1,,,"2.78","1.03","-1.03","35.2",20.903598589611935,-7.765858891133286,20.868730706599646,43.06847575898847,30.490251260997056
"CH","2026-07-11","87.7","1.92","5.97","Sánchez, Cristopher",663837,650911,,"ball",,,,,13,,"R","R","L","DET","PHI","B",,,2,1,2026,"1.38","0",-1.1101357872030702,0.9910548146054579,,,,0,8,"Bot",,,,,,,-10.23292805089948,-127.23931916032552,-5.630396119395909,17.158553807912796,27.509549815848587,-31.11930504802719,3.273540026,1.652066929,,,,"88.3",2070,"6.9",824249,592663,547180,681082,664761,607208,669016,656537,687282,"53.57",,,,,,,,59,4,"Changeup",1,4,1,4,4,1,1,4,"Standard","Standard",108,"0.016","0.145",,,,,"-0.145",,-3,-3,0.092,0.092,29,29,30,30,4,3,5,1,,1,"3","1.38","-1.38","29.2",,,,,
"FF","2026-07-11","94.4","-1.88","5.66","Mahle, Tyler",666160,641816,,"ball",,,,,12,,"R","L","R","SF","COL","B",,,1,0,2026,"-0.93","1.47",0.7311040428893326,3.987936691967376,,,678662,2,7,"Top",,,,,,,8.8364908646416,-137.26390014634723,-1.880542407354755,-13.663102968150893,28.203664930062914,-13.239984223379118,3.254232283,1.642322835,,,,"95",2365,"6.5",823198,683679,646240,650333,669477,642715,671218,687551,808982,"53.98",,,,,,,,53,2,"4-Seam Fastball",4,1,1,4,1,4,1,4,"Infield shade","Standard",217,"-0.006","0.055",,,,,"-0.055",,3,-3,0.919,0.08099999999999996,31,28,32,28,4,3,6,1,,1,"1.07","0.93","-0.93","45.8",,,,,
"CU","2026-07-11","75.1","-1.91","5.59","Yamamoto, Yoshinobu",678489,808967,,"called_strike",,,,,5,,"R","L","R","LAD","AZ","S",,,0,0,2026,"1.28","-1.22",0.17673811736889478,2.157692011582828,,,,2,6,"Top",,,,,,,1.9528713038739332,-109.26719141869373,2.611370288597467,9.732180954837363,22.295781544537174,-42.64174555360502,2.958472769,1.493061024,,,,"74.9",2643,"6.5",823926,687221,518692,669242,571970,605141,606192,681624,663656,"53.96",,,,,,,,45,1,"Curveball",0,6,6,0,6,0,6,0,"Standard","Standard",38,"0","-0.045",,,,,"0.045",,-6,6,0.031,0.969,27,25,28,25,3,0,7,1,,,"5.32","-1.28","1.28","47.1",,,,,
"FF","2026-07-11","94.5","-1.9","5.62","Mahle, Tyler",666160,641816,,"ball",,,,,12,,"R","L","R","SF","COL","B",,,0,0,2026,"-0.93","1.47",0.6163487498416542,3.8900746037691607,,,678662,2,7,"Top",,,,,,,8.61150127277253,-137.4867215810585,-2.0348474974322714,-13.648327975677502,28.43754927579156,-13.249654349174019,3.254232283,1.642322835,,,,"95.2",2381,"6.5",823198,683679,646240,650333,669477,642715,671218,687551,808982,"53.97",,,,,,,,53,1,"4-Seam Fastball",4,1,1,4,1,4,1,4,"Infield shade","Standard",212,"-0.002","0.039",,,,,"-0.039",,3,-3,0.921,0.07899999999999996,31,28,32,28,4,3,6,1,,1,"1.07","0.93","-0.93","46.1",,,,,
"CH","2026-07-11","88","-2.25","5.73","Lambert, Peter",607043,663567,"strikeout","swinging_strike",,,,,13,"Brandon Nimmo strikes out swinging.","R","L","R","TEX","HOU","S",2,,2,2,2026,"-1.29","0.4",-0.8854003653412998,1.4678933890329042,,,694671,1,6,"Bot",,,,,,,5.984993643979149,-128.03904977894925,-4.894581992496696,-15.368326222619618,24.549137960661984,-26.958470027708273,3.270029528,1.650295276,,,,"88.3",1454,"6.3",822875,543877,572233,514888,670623,665161,670541,666211,664774,"54.15",,0,"0",1,0,0,,52,8,"Changeup",1,7,1,7,7,1,1,7,"Infield shade","Standard",233,"-0.009","-0.231","80.3","8.2","4.435456776",,"0.231",,-6,-6,0.032,0.032,29,33,29,33,3,2,6,1,,1,"2.52","1.29","-1.29","43.8",14.945513177839802,-21.14855736099869,27.52651609917031,47.52052346354983,47.25055702853961
"SI","2026-07-11","94.4","1.84","5.9","Sánchez, Cristopher",663837,650911,,"called_strike",,,,,8,,"R","R","L","DET","PHI","S",,,2,0,2026,"1.27","0.24",0.061516284653673425,2.0865697550832034,,,,0,8,"Bot",,,,,,,-7.481354162955551,-137.24518064876005,-4.524666279259015,17.697105242771162,32.3407151310756,-28.243769519279414,3.273540026,1.652066929,,,,"94.5",2102,"6.6",824249,592663,547180,681082,664761,607208,669016,656537,687282,"53.94",,,,,,,,59,3,"Sinker",1,4,1,4,4,1,1,4,"Standard","Standard",124,"-0.011","-0.08",,,,,"0.08",,-3,-3,0.103,0.103,29,29,30,30,4,3,5,1,,1,"2.33","1.27","-1.27","30.0",,,,,
"CU","2026-07-11","82.7","0.95","6.29","Cameron, Noah",665750,702070,"field_out","hit_into_play",,,,,5,"Leody Taveras flies out to right fielder Jac Caglianone.","R","R","L","BAL","KC","X",9,"fly_ball",0,1,2026,"-0.31","-0.37",0.016242116970574205,2.4116269012429106,,,702616,2,7,"Bot",197.51,89.96,,,,,-1.489613667866097,-120.46720632858323,-1.3974428366660674,-2.7592607783097995,23.740763151407876,-35.700819796419694,3.286704396,1.65871063,322,"90.6",27,"82.7",1828,"6.3",824813,695600,686469,686681,679845,677951,686555,657041,695506,"54.22",0.091,0.118,"0",1,0,0,3,53,2,"Curveball",5,1,5,1,1,5,5,1,"Standard","Standard",347,"-0.003","-0.235","71.9","7.2",,0.189,"0.235","90.6",4,4,0.967,0.967,26,27,27,28,3,2,5,2,,1,"3.7","-0.31","0.31","62.9",-2.5519562027264633,11.712867478290871,31.69218223848275,38.979669054014636,25.710603180076383
"CH","2026-07-11","79.5","1.16","6.3","Cameron, Noah",665750,702070,,"foul",,,,,4,,"R","R","L","BAL","KC","S",,,0,0,2026,"0.88","1.08",-0.4835533012036326,2.438658288940769,,,702616,2,7,"Bot",,,,,,,-5.255557281003951,-115.71757535874713,-3.549643007208992,8.878726115942271,21.718819065034403,-21.966559812933195,3.286704396,1.65871063,162,"68.7",67,"79.7",1433,"6.4",824813,695600,686469,686681,679845,677951,686555,657041,695506,"54.06",,,,,,,,53,1,"Changeup",5,1,5,1,1,5,5,1,"Standard","Standard",133,"0","-0.043","72.8","8.3",,,"0.043","88.0",4,4,0.967,0.967,26,27,27,28,3,2,5,2,,1,"2.52","0.88","-0.88","52.3",20.74490066284074,-19.95145317280094,31.825978876295153,33.74951275121151,42.54775020822581
"SI","2026-07-11","97.1","-1.96","5.75","Pérez, Eury",672275,691587,"grounded_into_double_play","hit_into_play",,,,,13,"Patrick Bailey grounds into a double play, third baseman Javier Sanoja to shortstop Otto Lopez to first baseman Kyle Stowers. Gabriel Arias out at 2nd. Patrick Bailey out at 1st.","R","L","R","MIA","CLE","X",5,"ground_ball",2,1,2026,"-1.52","1.06",-1.3027425191791442,2.415528229333142,,,672356,1,6,"Top",111.77,175.85,,,,,5.301846008333408,-141.1509774523134,-5.601283600410998,-21.54780835022773,35.60255177616181,-16.911488454061946,3.22351542,1.626820866,4,"76.7",-32,"97",2538,"6.5",823844,691788,669065,669364,691594,672640,681715,805300,665052,"53.96",0.031,0.028,"0",1,0,0,2,47,4,"Sinker",0,2,2,0,2,0,2,0,"Standard","Standard",219,"0.043","-0.375","82.6","6.7",,0.031,"0.375","88.0",-2,2,0.217,0.783,23,27,23,27,3,2,6,2,,1,"1.38","1.52","-1.52","29.1",0.769848654767792,15.391677355123726,29.99728719252601,50.74110959503687,27.009423117742465
"SV","2026-07-11","80","-2.24","6.06","Lambert, Peter",607043,663567,,"ball",,,,,13,,"R","L","R","TEX","HOU","B",,,1,2,2026,"0.9","-1.27",-1.0366084244804976,1.7335477423690353,,,694671,1,6,"Bot",,,,,,,0.8993648509348172,-116.42159413686488,-0.0692414309236069,7.889057778319604,24.281768848657805,-43.894001958095416,3.270029528,1.650295276,,,,"79.1",2592,"5.9",822875,543877,572233,514888,670623,665161,670541,666211,664774,"54.58",,,,,,,,52,7,"Slurve",1,7,1,7,7,1,1,7,"Infield shade","Standard",27,"0.002","0.053",,,,,"-0.053",,-6,-6,0.03,0.03,29,33,29,33,3,2,6,1,,1,"4.87","-0.9","0.9","50.7",,,,,
"SI","2026-07-11","94.4","1.91","5.99","Sánchez, Cristopher",663837,650911,,"ball",,,,,12,,"R","R","L","DET","PHI","B",,,1,0,2026,"1.32","0.27",1.5346940805083238,2.9742919500994107,,,,0,8,"Bot",,,,,,,-3.9825662936801263,-137.49783853095116,-2.603945333965817,17.605253291900368,30.616117539105975,-28.337460226942873,3.273540026,1.652066929,,,,"94.9",2048,"6.5",824249,592663,547180,681082,664761,607208,669016,656537,687282,"53.98",,,,,,,,59,2,"Sinker",1,4,1,4,4,1,1,4,"Standard","Standard",122,"0.011","0.085",,,,,"-0.085",,-3,-3,0.092,0.092,29,29,30,30,4,3,5,1,,1,"2.28","1.32","-1.32","33.1",,,,,
"FC","2026-07-11","95.1","-1.87","6.29","Schlittler, Cam",683083,693645,"strikeout","called_strike",,,,,11,"Nasim Nuñez called out on strikes.","R","L","R","WSH","NYY","S",2,,1,2,2026,"0.36","0.69",-0.5513274503252201,3.2629104443046053,,,,1,7,"Bot",,,,,,,2.6337948039571586,-138.72539486518943,-3.8118919829016416,4.174769286466499,25.86584758054601,-22.55922481278076,3.045357612,1.536909449,,,,"96.6",2659,"6.7",822711,645305,502671,665862,641857,683011,641355,663757,691176,"53.84",,0,"0",1,0,0,,53,4,"Cutter",2,0,2,0,0,2,2,0,"Standard","Standard",159,"-0.006","-0.181",,,,,"0.181",,2,2,0.874,0.874,25,25,25,26,3,2,5,1,,1,"1.78","-0.36","0.36","38.6",,,,,
"FF","2026-07-11","95","-1.92","5.61","Mahle, Tyler",664983,641816,"strikeout","swinging_strike",,,,,2,"Jake McCarthy strikes out swinging.","R","L","R","SF","COL","S",2,,3,2,2026,"-0.96","1.33",0.12318066784415604,3.0030862922723234,,,678662,1,7,"Top",,,,,,,7.539451788659815,-138.1990241012585,-4.135937559619051,-13.9022007654758,26.409214181139905,-14.291668669989992,3.228781168,1.629478347,,,,"96.6",2183,"6.9",823198,683679,646240,650333,669477,642715,671218,687551,808982,"53.61",,0,"0",1,0,0,,52,6,"4-Seam Fastball",4,1,1,4,1,4,1,4,"Standard","Standard",218,"0.039","-0.315","71.0","5.8","0.33511836",,"0.315",,3,-3,0.882,0.118,31,28,32,29,4,3,6,1,,1,"1.17","0.96","-0.96","44.9",-4.522647001897793,15.329926464508867,33.08560582889803,35.80498313220748,19.580163040266548
"SI","2026-07-11","94.1","-1.88","5.37","Yamamoto, Yoshinobu",543510,808967,"home_run","hit_into_play",,,,,11,"James McCann homers (1) on a fly ball to left field. Tim Tawa scores. Nolan Arenado scores.","R","R","R","LAD","AZ","X",,"fly_ball",1,0,2026,"-1.17","0.76",-1.157421189402009,2.5817070709733203,,694374,571448,2,6,"Top",37.21,75.21,,,,,4.498292719834282,-137.0406605134675,-3.067757525585503,-15.737057661146574,30.378075100136943,-22.097647764492812,3.280561024,1.655610236,375,"95.3",31,"94.5",2144,"6.5",823926,687221,518692,669242,571970,605141,606192,681624,663656,"54.02",0.137,0.224,"2",1,0,3,5,44,2,"Sinker",0,3,3,0,6,0,6,0,"Standard","Standard",213,"-0.109","1.631","73.3","6.8",,0.422,"-1.631","95.3",-3,3,0.14,0.86,27,36,28,36,3,2,7,4,,,"1.81","1.17","1.17","37.5",15.858079118292194,-12.482280065035102,39.91237254962649,21.4618135988027,37.779118137399934
"FC","2026-07-11","95.9","-1.83","6.24","Schlittler, Cam",683083,693645,,"swinging_strike",,,,,2,,"R","L","R","WSH","NYY","S",,,1,1,2026,"0.35","0.85",0.12783693215956288,3.023109969090933,,,,1,7,"Bot",,,,,,,4.350484182545163,-139.68491259830935,-4.775060061877167,3.8048324743784776,26.175222290486236,-20.190508389393518,3.045357612,1.536909449,,,,"97.2",2658,"6.6",822711,645305,502671,665862,641857,683011,641355,663757,691176,"53.87",,,,,,,,53,3,"Cutter",2,0,2,0,0,2,2,0,"Standard","Standard",175,"-0.002","-0.074","58.7","5.1","1.313608632",,"0.074",,2,2,0.876,0.876,25,25,25,26,3,2,5,1,,1,"1.59","-0.35","0.35","40.8",-19.809909327835776,47.82573401068137,35.747828021275474,34.26874647001381,3.948553528778042
"FF","2026-07-11","92.6","-1.93","5.47","Yamamoto, Yoshinobu",543510,808967,,"ball",,,,,14,,"R","R","R","LAD","AZ","B",,,0,0,2026,"-0.6","1.36",1.3133659109197748,2.0032411772323684,,694374,571448,2,6,"Top",,,,,,,9.498590736286474,-134.4851445087305,-5.845341471426497,-9.325186227316658,29.969365339166632,-14.491448390419418,3.280561024,1.655610236,,,,"92.7",2027,"6.5",823926,687221,518692,669242,571970,605141,606192,681624,663656,"54",,,,,,,,44,1,"4-Seam Fastball",0,3,3,0,3,0,3,0,"Standard","Standard",217,"-0.001","0.028",,,,,"-0.028",,-3,3,0.141,0.859,27,36,28,36,3,2,7,4,,,"1.31","0.6","0.6","38.5",,,,,
"FS","2026-07-11","88.4","-1.99","5.64","Mahle, Tyler",664983,641816,,"foul",,,,,8,,"R","L","R","SF","COL","S",,,3,1,2026,"-0.91","1.25",-0.020112261143442223,1.9936403072408238,,,678662,1,7,"Top",,,,,,,6.684102519086911,-128.51133281395337,-5.2498298692773675,-11.436414823600252,26.36474800594425,-17.38970188811386,3.228781168,1.629478347,22,"88.1",-4,"88.6",1995,"6.5",823198,683679,646240,650333,669477,642715,671218,687551,808982,"54.04",,,,,,,,52,5,"Split-Finger",4,1,1,4,1,4,1,4,"Standard","Standard",224,"0.012","-0.096","71.2","8.1",,,"0.096","88.1",3,-3,0.87,0.13,31,28,32,29,4,3,6,1,,1,"1.67","0.91","-0.91","43.1",18.375358311127535,-18.749400923713747,36.03283777049345,38.578045690684334,38.50655869847905
"SL","2026-07-11","86.1","1.83","6.06","Sánchez, Cristopher",663837,650911,,"ball",,,,,13,,"R","R","L","DET","PHI","B",,,0,0,2026,"-0.15","-0.51",-0.7259291558806511,1.096519227264804,,,,0,8,"Bot",,,,,,,-5.70449365918181,-125.27619145794826,-4.219659892232453,-0.39621121465995146,25.890833613028054,-36.83086678988881,3.273540026,1.652066929,,,,"86.4",2040,"6.5",824249,592663,547180,681082,664761,607208,669016,656537,687282,"53.98",,,,,,,,59,1,"Slider",1,4,1,4,4,1,1,4,"Standard","Standard",309,"0.005","0.046",,,,,"-0.046",,-3,-3,0.087,0.087,29,29,30,30,4,3,5,1,,1,"3.59","-0.15","0.15","35.4",,,,,
